"Index"	"Accuracy"	"Sensitivity"	"Specificity"	"T2"	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"
"92"	"92"	"0.988888888888889"	"0.987341772151899"	"1"	"3.50197780295744"	"BCL7B|9275"	"BTNL9|153579"	"CTSE|1510"	"DAB2IP|153090"	"LIMK1|3984"	"OSCAR|126014"	"PGM1|5236"	"SLAIN2|57606"
"93"	"93"	"0.988888888888889"	"0.987341772151899"	"1"	"2.84663593288556"	"APIP|51074"	"CARHSP1|23589"	"CASP3|836"	"CP|1356"	"LRRC20|55222"	"RILPL2|196383"	"TMEM100|55273"	"UBE2I|7329"
"94"	"94"	"0.988888888888889"	"0.987341772151899"	"1"	"3.28096112080777"	"DOLPP1|57171"	"EPCAM|4072"	"GPIHBP1|338328"	"NOB1|28987"	"NUDT9|53343"	"PARD6B|84612"	"SIX4|51804"	"UBAC1|10422"
"95"	"95"	"0.966666666666667"	"0.962025316455696"	"1"	"3.46229518579251"	"BCL7B|9275"	"DAB2IP|153090"	"DOLPP1|57171"	"FCGR2B|2213"	"LIMK1|3984"	"NCF2|4688"	"PLEKHA7|144100"	"POR|5447"
"96"	"96"	"0.977777777777778"	"0.974683544303797"	"1"	"3.61722979733128"	"BTNL9|153579"	"CTSB|1508"	"FOXQ1|94234"	"OSCAR|126014"	"PGM1|5236"	"POLM|27434"	"SEPT10|151011"	"SLC35F5|80255"
"97"	"97"	"0.955555555555556"	"0.949367088607595"	"1"	"3.12653240810093"	"CALM1|801"	"DBNDD1|79007"	"EEF1A2|1917"	"FAM167A|83648"	"GATA2|2624"	"PARD6B|84612"	"PUM1|9698"	"SIX4|51804"
"98"	"98"	"0.988888888888889"	"1"	"0.909090909090909"	"3.28831792487562"	"AFAP1L1|134265"	"CCNB1|891"	"FOXQ1|94234"	"KIAA0319L|79932"	"KIAA1199|57214"	"PSAT1|29968"	"PVR|5817"	"SESN1|27244"
"99"	"99"	"0.955555555555556"	"0.949367088607595"	"1"	"3.55069799320454"	"BTNL9|153579"	"IFRD1|3475"	"OSCAR|126014"	"PABPC1L|80336"	"PHGDH|26227"	"PSAT1|29968"	"SEPT10|151011"	"TMEM51|55092"
"100"	"100"	"0.944444444444444"	"0.936708860759494"	"1"	"3.13237734658329"	"GOLPH3L|55204"	"GPIHBP1|338328"	"MAGED1|9500"	"S100A10|6281"	"STAM|8027"	"TRA2B|6434"	"TSR2|90121"	"ZWINT|11130"
"101"	"101"	"0.955555555555556"	"0.962025316455696"	"0.909090909090909"	"3.03532886099302"	"EPCAM|4072"	"FAM174A|345757"	"GPIHBP1|338328"	"KRT6A|3853"	"NFIL3|4783"	"SEPT10|151011"	"TRA2B|6434"	"UNC13D|201294"
"102"	"102"	"0.977777777777778"	"0.974683544303797"	"1"	"3.64904957668643"	"ADAMTSL2|9719"	"ANO6|196527"	"CCNB1|891"	"GPIHBP1|338328"	"MIA3|375056"	"RDH11|51109"	"SEPT10|151011"	"SLC35F5|80255"
"103"	"103"	"1"	"1"	"1"	"2.92715932860034"	"BTNL9|153579"	"C14orf1|11161"	"OSCAR|126014"	"PDIA3P|171423"	"RAB6A|5870"	"SEPT10|151011"	"SLAIN2|57606"	"SLC35F5|80255"
"104"	"104"	"0.955555555555556"	"0.949367088607595"	"1"	"3.47471930936177"	"BCL7B|9275"	"BTNL9|153579"	"FCGR2B|2213"	"LIMK1|3984"	"NCF2|4688"	"TEAD1|7003"	"TMEM181|57583"	"TOM1L1|10040"
"105"	"105"	"0.988888888888889"	"0.987341772151899"	"1"	"3.27267498441081"	"BTNL9|153579"	"C4orf3|401152"	"CHI3L1|1116"	"DAP|1611"	"FCGR2B|2213"	"GATA2|2624"	"OSCAR|126014"	"SEMA4C|54910"
"106"	"106"	"1"	"1"	"1"	"3.08162733930038"	"CRYAB|1410"	"CTSK|1513"	"EHBP1|23301"	"FGD6|55785"	"FMO2|2327"	"OSCAR|126014"	"PSAT1|29968"	"TNS4|84951"
