"Accuracy"	"Sensitivity"	"Specificity"	"T2"
"1"	1	1	1	3.96829491353151
"2"	0.966666666666667	0.974683544303797	0.909090909090909	4.53846070453126
"3"	0.944444444444444	0.949367088607595	0.909090909090909	5.02307238060478
"4"	0.977777777777778	0.987341772151899	0.909090909090909	4.34055583785466
"5"	0.977777777777778	0.974683544303797	1	3.98263815718668
"6"	1	1	1	4.35471147785735
"7"	0.988888888888889	0.987341772151899	1	4.38034068804662
"8"	0.977777777777778	0.974683544303797	1	3.83615513270078
"9"	0.988888888888889	0.987341772151899	1	4.34847697963041
"10"	0.977777777777778	0.987341772151899	0.909090909090909	4.21055241060163
"11"	0.988888888888889	0.987341772151899	1	4.29054081840284
"12"	0.977777777777778	0.974683544303797	1	4.16088258258935
"13"	0.988888888888889	1	0.909090909090909	3.86405478004045
"14"	0.966666666666667	0.962025316455696	1	4.98950035396358
"15"	0.988888888888889	1	0.909090909090909	4.10609230586772
"16"	0.988888888888889	0.987341772151899	1	4.45462746241546
"17"	0.988888888888889	1	0.909090909090909	3.99287594767335
"18"	0.977777777777778	0.974683544303797	1	4.68436261001149
"19"	0.988888888888889	0.987341772151899	1	4.41235251173133
"20"	1	1	1	4.14928049479198
"21"	0.988888888888889	0.987341772151899	1	4.57159209077366
"22"	0.977777777777778	0.987341772151899	0.909090909090909	4.30732586712044
"23"	0.988888888888889	0.987341772151899	1	4.41050910441028
"24"	0.988888888888889	1	0.909090909090909	4.47569642143333
"25"	0.977777777777778	0.974683544303797	1	4.08801825679787
"26"	0.966666666666667	0.974683544303797	0.909090909090909	4.96662274906018
"27"	0.977777777777778	0.974683544303797	1	4.31273838595502
"28"	0.966666666666667	0.987341772151899	0.818181818181818	3.86921055629676
"29"	0.988888888888889	1	0.909090909090909	4.48109099438905
"30"	0.988888888888889	0.987341772151899	1	4.27765399001258
"31"	0.977777777777778	0.974683544303797	1	4.27323280977907
"32"	0.955555555555556	0.974683544303797	0.818181818181818	4.3833743669414
"33"	1	1	1	4.60462185230673
"34"	1	1	1	4.06738058494118
"35"	1	1	1	4.0579764314931
