"Index"	"Accuracy"	"Sensitivity"	"Specificity"	"T2"	"V1"	"V2"	"V3"
"187"	"187"	"0.988888888888889"	"0.987341772151899"	"1"	"3.96402913644058"	"DGKA|1606"	"KANK3|256949"	"PYCR1|5831"
"188"	"188"	"1"	"1"	"1"	"3.89923192517788"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"189"	"189"	"0.966666666666667"	"0.962025316455696"	"1"	"4.59333479402021"	"PYCR1|5831"	"RTKN2|219790"	"SLC19A1|6573"
"190"	"190"	"0.977777777777778"	"0.974683544303797"	"1"	"3.93161651405437"	"COL10A1|1300"	"LMOD1|25802"	"PYCR1|5831"
"191"	"191"	"0.966666666666667"	"0.962025316455696"	"1"	"4.45057905616605"	"PYCR1|5831"	"RTKN2|219790"	"SGPL1|8879"
"192"	"192"	"0.988888888888889"	"0.987341772151899"	"1"	"3.9855340506029"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"193"	"193"	"0.988888888888889"	"0.987341772151899"	"1"	"3.99507717699899"	"PYCR1|5831"	"RTKN2|219790"	"SLC19A1|6573"
"194"	"194"	"0.988888888888889"	"0.987341772151899"	"1"	"4.64912539212159"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"195"	"195"	"1"	"1"	"1"	"3.92590262130895"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"196"	"196"	"0.977777777777778"	"0.974683544303797"	"1"	"4.1813330865947"	"C13orf15|28984"	"PYCR1|5831"	"SLC19A1|6573"
"197"	"197"	"0.977777777777778"	"0.974683544303797"	"1"	"4.45204812558239"	"PYCR1|5831"	"RTKN2|219790"	"SLC19A1|6573"
"198"	"198"	"1"	"1"	"1"	"3.82085592328619"	"EPAS1|2034"	"KIAA0430|9665"	"PYCR1|5831"
"199"	"199"	"1"	"1"	"1"	"4.1000729207771"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"200"	"200"	"0.966666666666667"	"0.962025316455696"	"1"	"4.09855883320987"	"ASPM|259266"	"ETV4|2118"	"RTKN2|219790"
"201"	"201"	"0.977777777777778"	"0.974683544303797"	"1"	"4.07666915616784"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"202"	"202"	"0.988888888888889"	"0.987341772151899"	"1"	"3.33705588401278"	"PNPLA6|10908"	"RECQL4|9401"	"RTKN2|219790"
"203"	"203"	"0.966666666666667"	"0.962025316455696"	"1"	"4.15681116560399"	"PYCR1|5831"	"RTKN2|219790"	"SLC19A1|6573"
"204"	"204"	"1"	"1"	"1"	"3.90449040542805"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"205"	"205"	"0.988888888888889"	"0.987341772151899"	"1"	"4.0291028707125"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"206"	"206"	"0.988888888888889"	"0.987341772151899"	"1"	"4.59468255028479"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"207"	"207"	"0.988888888888889"	"0.987341772151899"	"1"	"4.23369656071949"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"208"	"208"	"1"	"1"	"1"	"4.16520417574114"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"209"	"209"	"0.977777777777778"	"1"	"0.818181818181818"	"4.394676670821"	"CASKIN2|57513"	"PYCR1|5831"	"SPTBN2|6712"
"210"	"210"	"1"	"1"	"1"	"4.002575009213"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"211"	"211"	"1"	"1"	"1"	"3.62882206053054"	"EPAS1|2034"	"KIAA0430|9665"	"PYCR1|5831"
"212"	"212"	"1"	"1"	"1"	"3.99742240767387"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"213"	"213"	"1"	"1"	"1"	"3.81042252880273"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"214"	"214"	"0.977777777777778"	"0.974683544303797"	"1"	"3.34479107714985"	"CXCL13|10563"	"RTKN2|219790"	"STX11|8676"
"215"	"215"	"0.988888888888889"	"0.987341772151899"	"1"	"4.26150846226289"	"PYCR1|5831"	"RTKN2|219790"	"SLC19A1|6573"
"216"	"216"	"0.977777777777778"	"0.974683544303797"	"1"	"4.19778294996685"	"C13orf15|28984"	"PYCR1|5831"	"SLC19A1|6573"
"217"	"217"	"1"	"1"	"1"	"3.84707949022346"	"EPAS1|2034"	"PYCR1|5831"	"SLC19A1|6573"
"218"	"218"	"1"	"1"	"1"	"3.82606449380689"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"219"	"219"	"0.988888888888889"	"0.987341772151899"	"1"	"3.91210667018517"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"220"	"220"	"0.988888888888889"	"0.987341772151899"	"1"	"4.3329478283883"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"221"	"221"	"1"	"1"	"1"	"3.84905095051255"	"PYCR1|5831"	"RNH1|6050"	"RTKN2|219790"
"222"	"222"	"0.988888888888889"	"0.987341772151899"	"1"	"4.11527963023701"	"FUT2|2524"	"RTKN2|219790"	"TOP2A|7153"
"223"	"223"	"0.988888888888889"	"0.987341772151899"	"1"	"3.57518743643368"	"PYCR1|5831"	"RTKN2|219790"	"SYNJ2|8871"
"224"	"224"	"0.988888888888889"	"0.987341772151899"	"1"	"4.15643884253873"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"225"	"225"	"1"	"1"	"1"	"4.06701462756879"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"226"	"226"	"0.977777777777778"	"0.974683544303797"	"1"	"4.27450579071341"	"PYCR1|5831"	"RNH1|6050"	"RTKN2|219790"
"227"	"227"	"1"	"1"	"1"	"4.00464489666509"	"EPAS1|2034"	"IDE|3416"	"PYCR1|5831"
"228"	"228"	"0.988888888888889"	"0.987341772151899"	"1"	"3.91851445047617"	"PYCR1|5831"	"RALGPS2|55103"	"RTKN2|219790"
"229"	"229"	"1"	"1"	"1"	"3.85949180827279"	"EPAS1|2034"	"KIAA0430|9665"	"PYCR1|5831"
"230"	"230"	"0.988888888888889"	"0.987341772151899"	"1"	"4.28288479311716"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"231"	"231"	"0.977777777777778"	"0.974683544303797"	"1"	"4.13602541498102"	"ETV4|2118"	"RTKN2|219790"	"TOP2A|7153"
"232"	"232"	"1"	"1"	"1"	"4.00386983988444"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"233"	"233"	"0.988888888888889"	"0.987341772151899"	"1"	"4.16226759173091"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"234"	"234"	"0.977777777777778"	"0.987341772151899"	"0.909090909090909"	"3.84951596757942"	"PYCR1|5831"	"RTKN2|219790"	"SYNJ2|8871"
"235"	"235"	"0.977777777777778"	"0.974683544303797"	"1"	"4.23500384613104"	"PYCR1|5831"	"RTKN2|219790"	"SYNJ2|8871"
"236"	"236"	"0.977777777777778"	"0.974683544303797"	"1"	"4.09475829479633"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"237"	"237"	"0.988888888888889"	"0.987341772151899"	"1"	"4.24948635029787"	"EPAS1|2034"	"PYCR1|5831"	"SLC19A1|6573"
"238"	"238"	"0.988888888888889"	"0.987341772151899"	"1"	"4.07465961380056"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"239"	"239"	"1"	"1"	"1"	"3.99548080617917"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"240"	"240"	"0.977777777777778"	"0.974683544303797"	"1"	"4.59234344227671"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"241"	"241"	"1"	"1"	"1"	"3.85782267539807"	"C13orf15|28984"	"PYCR1|5831"	"SLC19A1|6573"
"242"	"242"	"1"	"1"	"1"	"3.99013541380166"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"243"	"243"	"1"	"1"	"1"	"3.94974637886294"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"244"	"244"	"0.988888888888889"	"0.987341772151899"	"1"	"3.84807916494629"	"FADS3|3995"	"PYCR1|5831"	"RTKN2|219790"
"245"	"245"	"1"	"1"	"1"	"3.70553416674132"	"PNPLA6|10908"	"PYCR1|5831"	"SYNJ2|8871"
"246"	"246"	"1"	"1"	"1"	"3.89250412357101"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"247"	"247"	"0.977777777777778"	"0.974683544303797"	"1"	"4.25513043011097"	"PYCR1|5831"	"RTKN2|219790"	"SLC19A1|6573"
"248"	"248"	"0.988888888888889"	"0.987341772151899"	"1"	"4.31794631030003"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"249"	"249"	"0.988888888888889"	"0.987341772151899"	"1"	"4.10762056735047"	"PECAM1|5175"	"PYCR1|5831"	"SLC19A1|6573"
"250"	"250"	"0.977777777777778"	"0.974683544303797"	"1"	"4.25047064971295"	"PECAM1|5175"	"PYCR1|5831"	"SLC19A1|6573"
"251"	"251"	"0.977777777777778"	"0.974683544303797"	"1"	"3.9403084859611"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"252"	"252"	"0.988888888888889"	"0.987341772151899"	"1"	"4.18499135858531"	"PECAM1|5175"	"PYCR1|5831"	"SLC19A1|6573"
"253"	"253"	"1"	"1"	"1"	"4.15016925924621"	"EPAS1|2034"	"PYCR1|5831"	"STRA13|201254"
"254"	"254"	"1"	"1"	"1"	"3.79165853223304"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"255"	"255"	"1"	"1"	"1"	"4.28241653447147"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"256"	"256"	"0.988888888888889"	"0.987341772151899"	"1"	"4.50726481784608"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"257"	"257"	"1"	"1"	"1"	"4.24112896618095"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"258"	"258"	"0.988888888888889"	"0.987341772151899"	"1"	"4.45472404095831"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"259"	"259"	"1"	"1"	"1"	"4.40081442226334"	"COL10A1|1300"	"MYL9|10398"	"PYCR1|5831"
"260"	"260"	"0.988888888888889"	"0.987341772151899"	"1"	"4.11029993577336"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"261"	"261"	"0.977777777777778"	"0.974683544303797"	"1"	"4.02967235633776"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"262"	"262"	"0.966666666666667"	"0.962025316455696"	"1"	"4.28580341547114"	"PYCR1|5831"	"RTKN2|219790"	"SYNJ2|8871"
"263"	"263"	"0.988888888888889"	"0.987341772151899"	"1"	"3.70732602199024"	"EPAS1|2034"	"LGR4|55366"	"PYCR1|5831"
"264"	"264"	"0.988888888888889"	"0.987341772151899"	"1"	"3.92821986367961"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"265"	"265"	"0.977777777777778"	"0.974683544303797"	"1"	"4.26339724911977"	"RTKN2|219790"	"TOP2A|7153"	"TUBA1B|10376"
"266"	"266"	"0.977777777777778"	"0.974683544303797"	"1"	"4.00791426240747"	"PYCR1|5831"	"RTKN2|219790"	"SYNJ2|8871"
"267"	"267"	"1"	"1"	"1"	"3.86980418784854"	"PECAM1|5175"	"PYCR1|5831"	"SLC19A1|6573"
"268"	"268"	"0.955555555555556"	"0.962025316455696"	"0.909090909090909"	"4.24610259676921"	"PYCR1|5831"	"RTKN2|219790"	"SYNJ2|8871"
"269"	"269"	"0.955555555555556"	"0.949367088607595"	"1"	"4.31726331274151"	"ASPM|259266"	"ETV4|2118"	"RTKN2|219790"
"270"	"270"	"0.988888888888889"	"0.987341772151899"	"1"	"3.98289420905308"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"271"	"271"	"0.977777777777778"	"0.974683544303797"	"1"	"4.07762096913025"	"C13orf15|28984"	"PYCR1|5831"	"SLC19A1|6573"
"272"	"272"	"0.966666666666667"	"0.962025316455696"	"1"	"4.79673147904139"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"273"	"273"	"0.977777777777778"	"0.974683544303797"	"1"	"4.38256441789384"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"274"	"274"	"0.977777777777778"	"0.974683544303797"	"1"	"4.11436006455172"	"PYCR1|5831"	"RTKN2|219790"	"SLC19A1|6573"
"275"	"275"	"0.988888888888889"	"0.987341772151899"	"1"	"4.17331614195692"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"276"	"276"	"0.977777777777778"	"0.974683544303797"	"1"	"4.1504702370594"	"CORO1C|23603"	"RTKN2|219790"	"TOP2A|7153"
"277"	"277"	"0.988888888888889"	"0.987341772151899"	"1"	"4.23898029504649"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"278"	"278"	"0.988888888888889"	"0.987341772151899"	"1"	"5.08387226603867"	"COL10A1|1300"	"MYL9|10398"	"PYCR1|5831"
"279"	"279"	"0.988888888888889"	"0.987341772151899"	"1"	"4.15554629827811"	"ASPM|259266"	"ETV4|2118"	"RTKN2|219790"
"280"	"280"	"0.988888888888889"	"0.987341772151899"	"1"	"3.87271630148705"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"281"	"281"	"0.988888888888889"	"0.987341772151899"	"1"	"4.30952394968348"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"282"	"282"	"0.977777777777778"	"0.974683544303797"	"1"	"4.16376800932159"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"283"	"283"	"0.988888888888889"	"0.987341772151899"	"1"	"4.07230130220031"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"284"	"284"	"0.988888888888889"	"0.987341772151899"	"1"	"4.01076598496424"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"285"	"285"	"0.988888888888889"	"0.987341772151899"	"1"	"4.18656285301876"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"286"	"286"	"0.988888888888889"	"0.987341772151899"	"1"	"4.01371503196263"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"287"	"287"	"0.977777777777778"	"0.974683544303797"	"1"	"4.12016163239039"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"288"	"288"	"1"	"1"	"1"	"3.50638708176785"	"DGKA|1606"	"KANK3|256949"	"PYCR1|5831"
"289"	"289"	"0.988888888888889"	"0.987341772151899"	"1"	"3.90377236381205"	"PYCR1|5831"	"RTKN2|219790"	"SYNJ2|8871"
"290"	"290"	"0.988888888888889"	"0.987341772151899"	"1"	"4.15725035882661"	"FADS3|3995"	"PYCR1|5831"	"RTKN2|219790"
"291"	"291"	"1"	"1"	"1"	"3.92462285959012"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"292"	"292"	"0.977777777777778"	"0.974683544303797"	"1"	"4.19533142476834"	"PECAM1|5175"	"PYCR1|5831"	"SLC19A1|6573"
"293"	"293"	"0.988888888888889"	"0.987341772151899"	"1"	"4.01006422341978"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"294"	"294"	"0.988888888888889"	"0.987341772151899"	"1"	"3.93003660152404"	"EPAS1|2034"	"PYCR1|5831"	"SLC19A1|6573"
"295"	"295"	"0.988888888888889"	"0.987341772151899"	"1"	"4.18390855896849"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"296"	"296"	"0.988888888888889"	"0.987341772151899"	"1"	"4.04517994295787"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"297"	"297"	"1"	"1"	"1"	"3.53745112327194"	"DGKA|1606"	"KANK3|256949"	"PYCR1|5831"
"298"	"298"	"0.977777777777778"	"0.974683544303797"	"1"	"4.08785486472665"	"ETV4|2118"	"RTKN2|219790"	"TOP2A|7153"
"299"	"299"	"0.977777777777778"	"0.974683544303797"	"1"	"4.20140781414061"	"PYCR1|5831"	"RTKN2|219790"	"SLC19A1|6573"
"300"	"300"	"0.988888888888889"	"0.987341772151899"	"1"	"4.08424681021074"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"301"	"301"	"0.977777777777778"	"0.974683544303797"	"1"	"4.00769199507948"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"302"	"302"	"0.966666666666667"	"0.962025316455696"	"1"	"4.37914158446714"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"303"	"303"	"1"	"1"	"1"	"3.99778477581722"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"304"	"304"	"0.955555555555556"	"0.949367088607595"	"1"	"4.01131975469632"	"RTKN2|219790"	"TOP2A|7153"	"TUBA1B|10376"
"305"	"305"	"0.988888888888889"	"0.987341772151899"	"1"	"4.08576939781615"	"EPAS1|2034"	"LGR4|55366"	"PYCR1|5831"
"306"	"306"	"0.977777777777778"	"0.974683544303797"	"1"	"4.0688034835883"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"307"	"307"	"0.988888888888889"	"0.987341772151899"	"1"	"4.09333170708061"	"C13orf15|28984"	"PYCR1|5831"	"SLC19A1|6573"
"308"	"308"	"0.988888888888889"	"0.987341772151899"	"1"	"3.96688399904834"	"EPAS1|2034"	"PYCR1|5831"	"SLC19A1|6573"
"309"	"309"	"0.977777777777778"	"0.974683544303797"	"1"	"4.0324688267223"	"C13orf15|28984"	"PYCR1|5831"	"SLC19A1|6573"
"310"	"310"	"0.977777777777778"	"0.974683544303797"	"1"	"4.23254105762653"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"311"	"311"	"0.977777777777778"	"0.974683544303797"	"1"	"4.23784369638194"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"312"	"312"	"1"	"1"	"1"	"4.03305911325553"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"313"	"313"	"1"	"1"	"1"	"3.79274850315362"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"314"	"314"	"1"	"1"	"1"	"4.11358993838964"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"315"	"315"	"1"	"1"	"1"	"3.86215354393871"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"316"	"316"	"0.988888888888889"	"0.987341772151899"	"1"	"4.09498897584505"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"317"	"317"	"0.988888888888889"	"0.987341772151899"	"1"	"3.95675321326917"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"318"	"318"	"0.988888888888889"	"0.987341772151899"	"1"	"3.81970800549355"	"EPAS1|2034"	"PYCR1|5831"	"SLC19A1|6573"
"319"	"319"	"0.988888888888889"	"0.987341772151899"	"1"	"4.0026494945917"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"320"	"320"	"0.988888888888889"	"0.987341772151899"	"1"	"4.08497963613986"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"321"	"321"	"0.966666666666667"	"0.962025316455696"	"1"	"4.86536433713571"	"ASPM|259266"	"ETV4|2118"	"RTKN2|219790"
"322"	"322"	"0.977777777777778"	"0.974683544303797"	"1"	"4.05601889857323"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"323"	"323"	"1"	"1"	"1"	"4.01848812236943"	"C13orf1|57213"	"PYCR1|5831"	"SLC19A1|6573"
"324"	"324"	"1"	"1"	"1"	"3.70435753826338"	"PECAM1|5175"	"PYCR1|5831"	"SLC19A1|6573"
"325"	"325"	"0.988888888888889"	"0.987341772151899"	"1"	"3.92616140368385"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"326"	"326"	"0.988888888888889"	"0.987341772151899"	"1"	"4.11538734170252"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"327"	"327"	"0.988888888888889"	"0.987341772151899"	"1"	"3.86942070947803"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"328"	"328"	"0.977777777777778"	"0.974683544303797"	"1"	"3.59834584078406"	"B3GNT3|10331"	"PYCR1|5831"	"USP48|84196"
"329"	"329"	"0.966666666666667"	"0.962025316455696"	"1"	"4.05926078137891"	"CORO1C|23603"	"RTKN2|219790"	"TOP2A|7153"
"330"	"330"	"0.988888888888889"	"0.987341772151899"	"1"	"4.01348292219536"	"C13orf15|28984"	"PYCR1|5831"	"SLC19A1|6573"
"331"	"331"	"0.977777777777778"	"0.974683544303797"	"1"	"4.07051905325711"	"PYCR1|5831"	"RNH1|6050"	"RTKN2|219790"
"332"	"332"	"1"	"1"	"1"	"3.74799483787607"	"EPAS1|2034"	"KIAA0430|9665"	"PYCR1|5831"
"333"	"333"	"0.988888888888889"	"0.987341772151899"	"1"	"4.29521542039097"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"334"	"334"	"1"	"1"	"1"	"3.82374028620493"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"335"	"335"	"0.955555555555556"	"0.949367088607595"	"1"	"4.56320498637111"	"OTUD1|220213"	"PYCR1|5831"	"SLC19A1|6573"
"336"	"336"	"0.988888888888889"	"0.987341772151899"	"1"	"3.95600458925107"	"C13orf15|28984"	"PYCR1|5831"	"SLC19A1|6573"
"337"	"337"	"0.977777777777778"	"0.974683544303797"	"1"	"5.06362892206395"	"COL10A1|1300"	"MYL9|10398"	"PYCR1|5831"
"338"	"338"	"0.977777777777778"	"0.974683544303797"	"1"	"4.06601558531029"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"339"	"339"	"1"	"1"	"1"	"4.09986615817186"	"ARL2|402"	"EPAS1|2034"	"PYCR1|5831"
"340"	"340"	"0.977777777777778"	"0.974683544303797"	"1"	"4.09324003996721"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"341"	"341"	"0.955555555555556"	"0.962025316455696"	"0.909090909090909"	"4.06940139555976"	"PYCR1|5831"	"RTKN2|219790"	"SYNJ2|8871"
"342"	"342"	"0.977777777777778"	"0.974683544303797"	"1"	"4.01203441040145"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"343"	"343"	"1"	"1"	"1"	"4.14953071813589"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"344"	"344"	"0.966666666666667"	"0.962025316455696"	"1"	"4.74564462639366"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"345"	"345"	"0.988888888888889"	"0.987341772151899"	"1"	"4.17790322745005"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"346"	"346"	"1"	"1"	"1"	"4.0789975901821"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"347"	"347"	"0.988888888888889"	"0.987341772151899"	"1"	"4.15565819547528"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"348"	"348"	"0.988888888888889"	"0.987341772151899"	"1"	"4.06639951061585"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"349"	"349"	"0.988888888888889"	"0.987341772151899"	"1"	"3.86013504909355"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"350"	"350"	"0.988888888888889"	"0.987341772151899"	"1"	"4.03240502143063"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"351"	"351"	"1"	"1"	"1"	"4.25026396267833"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"352"	"352"	"1"	"1"	"1"	"4.20711204506585"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"353"	"353"	"1"	"1"	"1"	"4.06745377998709"	"EPAS1|2034"	"PYCR1|5831"	"SLC19A1|6573"
"354"	"354"	"0.988888888888889"	"0.987341772151899"	"1"	"3.95445123634172"	"FERMT1|55612"	"PYCR1|5831"	"RTKN2|219790"
"355"	"355"	"0.977777777777778"	"0.974683544303797"	"1"	"4.91861035570223"	"COL10A1|1300"	"MYL9|10398"	"PYCR1|5831"
"356"	"356"	"1"	"1"	"1"	"3.80408454828139"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"357"	"357"	"1"	"1"	"1"	"4.05516737865283"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"358"	"358"	"1"	"1"	"1"	"3.96513097562215"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"359"	"359"	"0.988888888888889"	"1"	"0.909090909090909"	"4.16223407548493"	"PYCR1|5831"	"RTKN2|219790"	"SYNJ2|8871"
"360"	"360"	"0.977777777777778"	"0.974683544303797"	"1"	"3.64365486627644"	"ETV4|2118"	"RRM2|6241"	"RTKN2|219790"
"361"	"361"	"0.988888888888889"	"0.987341772151899"	"1"	"4.43122268202516"	"FUT2|2524"	"RTKN2|219790"	"TOP2A|7153"
"362"	"362"	"1"	"1"	"1"	"3.94212374119946"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"363"	"363"	"0.988888888888889"	"0.987341772151899"	"1"	"4.31779488011056"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"364"	"364"	"1"	"1"	"1"	"3.91580842317338"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"365"	"365"	"0.988888888888889"	"0.987341772151899"	"1"	"4.0999562417249"	"C13orf15|28984"	"PYCR1|5831"	"SLC19A1|6573"
"366"	"366"	"1"	"1"	"1"	"3.92416588506574"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"367"	"367"	"0.988888888888889"	"0.987341772151899"	"1"	"3.98845349290172"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"368"	"368"	"1"	"1"	"1"	"4.62266520395374"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"369"	"369"	"0.977777777777778"	"0.974683544303797"	"1"	"4.30685236819124"	"FUT2|2524"	"RTKN2|219790"	"TOP2A|7153"
"370"	"370"	"0.977777777777778"	"0.974683544303797"	"1"	"4.15230653794913"	"ASPM|259266"	"ETV4|2118"	"RTKN2|219790"
"371"	"371"	"0.988888888888889"	"0.987341772151899"	"1"	"3.94386310233253"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"372"	"372"	"0.988888888888889"	"0.987341772151899"	"1"	"3.85213172876688"	"PYCR1|5831"	"RTKN2|219790"	"SLC19A1|6573"
"373"	"373"	"0.977777777777778"	"0.974683544303797"	"1"	"4.09503031261188"	"PECAM1|5175"	"PYCR1|5831"	"SLC19A1|6573"
"374"	"374"	"0.966666666666667"	"0.962025316455696"	"1"	"4.9918708735334"	"ASPM|259266"	"ETV4|2118"	"RTKN2|219790"
"375"	"375"	"1"	"1"	"1"	"3.85364595844233"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"376"	"376"	"0.977777777777778"	"0.974683544303797"	"1"	"4.19138374230849"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"377"	"377"	"0.977777777777778"	"0.974683544303797"	"1"	"4.23966079404779"	"PYCR1|5831"	"RTKN2|219790"	"SLC19A1|6573"
"378"	"378"	"0.988888888888889"	"0.987341772151899"	"1"	"3.91148919926255"	"C13orf15|28984"	"PYCR1|5831"	"SLC19A1|6573"
"379"	"379"	"0.977777777777778"	"0.974683544303797"	"1"	"3.8498712660568"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
